id,column,annotation
7331799655585516802.mp4_scene_21,shot_scale_vlm_1c_09_tuple,"('Empty', 'The image is a text-based still with no discernible subject or focus, showing only the text and background colors. The text is centered on a black background, which is typical for TikTok videos to emphasize the message being conveyed. This classification is based on the absence of any visual elements that would fit into the other shot scale categories provided.)"
7331799655585516802.mp4_scene_31,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation': The image is a text-based graphic with no discernible subject or focus, only showing the black background and white and red text.)"
7331799655585516802.mp4_scene_31,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a text-based still with no discernible subject or focus, making it difficult to classify as a specific shot scale. However, given the context and typical use of such images in video content, it could potentially be classified as an ""Empty"" shot if the intention is to highlight the text prominently without any visual distractions."
7331799655585516802.mp4_scene_42,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale."
7332849312847727874.mp4_scene_1,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background showing a person in military gear and a damaged building, indicating a medium close-up shot.)"
7332849312847727874.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on their face and upper body, indicating a close-up shot.)"
7332849312847727874.mp4_scene_9,shot_scale_vlm_1b_09_tuple,"('uncertain', 'The image appears to be dark and unclear, making it difficult to determine the scale of the shot with certainty. The text overlay also obscures a significant portion of the frame, which could affect the visibility of any potential subjects.)"
7332849312847727874.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot due to the limited visible area and the presence of text overlay. However, without more context or a clearer view of the subject's surroundings, it is difficult to accurately classify the shot scale."
7332849312847727874.mp4_scene_11,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on a mattress against a wall, indicating a close-up shot.)"
7329957191299943681.mp4_scene_1,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with the background showing a vehicle and text overlay.)"
7329957191299943681.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person holding a gun and standing in front of a tent and flag background.)"
7329957191299943681.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with a clear focus on the person holding a gun and standing in front of a tent-like structure.)"
7329195147223125249.mp4_scene_2,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image is completely black with no discernible subject or focus, only showing the text and logo at the bottom.)"
7326891550598761729.mp4_scene_4,shot_scale_vlm_1c_04_tuple,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on a handwritten note with a drawing.)"
7326891550598761729.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject (a piece of paper with writing and drawings) takes up most of the frame from head to shoulders, with minimal background visible.)"
7326891550598761729.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, the text overlay suggests that there might be a subject or context missing from the visual content."
7326891550598761729.mp4_scene_14,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be very dark and lacks any discernible subject or focus, making it difficult to classify with certainty."
7326891550598761729.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be very dark and blurry, making it difficult to determine the exact shot scale. There are no discernible subjects or clear visual elements that can confidently classify the shot as one of the defined scales."
7326891550598761729.mp4_scene_20,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with the subject partially visible and the background dominating the frame. However, due to the lack of clear visual elements and the possibility of movement or focus changes, it is difficult to confidently classify this shot scale."
7326891550598761729.mp4_scene_25,shot_scale_vlm_1c_09_tuple,"('Close up', 'The image focuses on a person's face and upper body, with no background details visible, making it a close-up shot.)"
7326891550598761729.mp4_scene_27,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale."
7326535798906457346.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment.)"
7326535798906457346.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a title screen with text overlaying a solid color background. There are no discernible subjects or focal points within the frame, making it difficult to classify the shot scale.)"
7326535798906457346.mp4_scene_8,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image is completely devoid of any discernible subject or focus, only showing the text and background elements without any human presence or objects that could be classified into one of the shot scales provided.)"
7326535798906457346.mp4_scene_12,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image is completely devoid of any discernible subject or focus, only showing a grayish background with some text overlay.)"
7326535798906457346.mp4_scene_21,shot_scale_vlm_1a_09_tuple,"('Empty', 'Motivation: The frame is completely filled with text and logos, with no visible subject or environment.)"
7326535798906457346.mp4_scene_21,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image is completely empty with no discernible subject or focus, only showing the setting and environment. There are no people, objects, or any other elements present within the frame.)"
7326535798906457346.mp4_scene_21,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, without additional context or visual elements, it's difficult to determine if there is any background detail or setting present."
7326535798906457346.mp4_scene_25,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame contains no discernible subject or focus, only text and logos are present against a solid background.)"
7326211728008629505.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a wide shot with the night sky and cityscape visible, but it's difficult to determine if there is a clear subject due to the lack of focus on any particular element.)"
7326211728008629505.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and takes up most of the frame, with the background showing a burning house and smoke.)"
7326211728008629505.mp4_scene_9,shot_scale_vlm_1b_09_tuple,"('MCU', 'The subject (person) is framed from the head up to the shoulders and takes up most of the frame, with the background showing a vehicle and street setting.)"
7326211728008629505.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a medium shot as it shows a person from the waist up and includes some background details like the car and the road. However, the presence of text overlaying the image makes it difficult to determine the exact scale with certainty."
7326211728008629505.mp4_scene_20,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject (the loudspeakers) takes up most of the frame and is framed from the head up to the shoulders, with the background being a clear blue sky.)"
7324370718894951682.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and takes up most of the frame, with a clear focus on the soldiers running in the foreground against the sunset backdrop.)"
7324370718894951682.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and takes up most of the frame, with a clear view of the soldiers' actions and the surrounding environment.)"
7324370718894951682.mp4_scene_9,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame is completely black with no visible subject or environment, making it an empty shot.)"
7324370718894951682.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale."
7317601260947918082.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus, showing only a blue background. However, without additional context or visual elements, it's difficult to classify the shot scale accurately."
7317601260947918082.mp4_scene_10,shot_scale_vlm_1a_09_tuple,"('Empty', 'Motivation: The frame contains no discernible subject or focus, only the number ""1"" and some text on a blue background.)"
7317601260947918082.mp4_scene_10,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame contains no discernible subject or focus, only the number ""1"" and some text on a blue background.)"
7317601260947918082.mp4_scene_12,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows text and a white background with no discernible subject or focus, indicating that it is an empty shot.)"
7317601260947918082.mp4_scene_12,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a text-based graphic with no discernible subject or focus. It is not clear if there is any background or environment present in the image. Therefore, it is classified as 'Uncertain'."
7317601260947918082.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with a clear focus on the silhouette of a soldier against a crowd background.)"
7317601260947918082.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a digital illustration with silhouettes and text overlay, making it difficult to determine the shot scale definitively. However, the presence of silhouettes and text suggests that the focus is on the overall composition rather than a specific subject or detail."
7317601260947918082.mp4_scene_17,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'Motivation: The image contains silhouettes and text overlay, making it difficult to determine the exact scale without more context or a clearer view of the subjects within the frame.)"
7317601260947918082.mp4_scene_17,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject (a silhouette of a soldier) takes up most of the frame from head to shoulders, with the background consisting of silhouettes of people and text overlays.)"
7317601260947918082.mp4_scene_18,shot_scale_vlm_1a_09_tuple,"('Empty', 'Motivation: The image does not have any discernible subject or focus, only showing the number ""3"" and some text on a blue background.)"
7317601260947918082.mp4_scene_18,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame contains no discernible subject or focus, only the number ""3"" and some text on a blue background.)"
7317601260947918082.mp4_scene_18,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, there are some visual elements that could suggest a medium close up or close up shot, such as the text and the number ""3"" which might be part of the subject matter. Without more context or additional frames, it is difficult to determine the exact shot scale."
7317601260947918082.mp4_scene_25,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale."
7317201174090779905.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The image shows a door and some graffiti on a wall, with the subject being the door itself. The background includes the surrounding area, but it is not as prominent as in a wide shot or full shot.)"
7317201174090779905.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with the background showing a cluttered room but not dominating the subject.)"
7317201174090779905.mp4_scene_8,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image focuses on a broken window with shards of glass and text overlay, but there is no discernible subject or focus within the frame.)"
7315022331728989442.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with a clear focus on the individual soldier amidst the group.)"
7315022331728989442.mp4_scene_13,shot_scale_vlm_1a_04_tuple,"('Wide shot', 'The frame shows an entire damaged building with furniture and debris scattered around it, indicating that the subject (the building) is fully visible within its environment but not dominating the frame as a close-up would.)"
7314608725224967425.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from an aerial perspective, showing a large vehicle and some soldiers on the ground. However, due to the angle and lack of clear focus on any specific subject or detail, it is difficult to accurately classify the shot scale."
7314608725224967425.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from a video with a focus on a tunnel-like structure, but it is unclear if there is a discernible subject in the frame. The background and environment are visible, which could suggest an empty shot or a wide shot. However, without more context or a clear subject, it is difficult to accurately classify the shot scale."
7314608725224967425.mp4_scene_5,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'The image appears to be focused on a mechanical component, possibly part of an air conditioning system, but it's difficult to determine the scale without more context or visible subjects.)"
7314608725224967425.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be focused on a mechanical component, possibly part of an air conditioning system. However, due to the low resolution and lack of clear visual elements, it is difficult to determine the exact shot scale with certainty."
7314608725224967425.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows multiple subjects in an indoor setting with some text overlay. However, it is unclear if there is a single subject or focus point within the frame due to the overlapping figures and lack of clear separation between them.)"
7314608725224967425.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a wide shot as it shows a bench and part of a building in the background. However, there is no clear subject or focus, making it difficult to classify with certainty.)"
7314608725224967425.mp4_scene_17,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an abstract or blurred background with no discernible subject or focus. It does not fit into any of the defined shot scales due to its lack of clarity and identifiable elements."
7314608725224967425.mp4_scene_20,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from inside a tunnel or underground structure with some objects and debris visible on the ground. However, it's difficult to determine the exact shot scale without more context or visual information about the subject matter."
7314608725224967425.mp4_scene_21,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image shows an aerial view of a cityscape with buildings and streets, but there are no discernible subjects or focal points within the frame.)"
7314608725224967425.mp4_scene_21,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view of a cityscape with buildings and streets visible. However, it is difficult to determine the exact shot scale as there are no clear subjects or focal points in the frame."
7313921434873629953.mp4_scene_1,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body.)"
7312113109848575234.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on a text document against a wooden background.)"
7312113109848575234.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The image focuses on a text document held by a person, with the person's face not visible and only their hands and part of their body in view, making it a medium close-up shot.)"
7312113109848575234.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up of a text on a blue background with some wooden texture visible at the top and bottom edges. However, without more context or visual information about the subject matter, it is difficult to determine the shot scale accurately."
7312113109848575234.mp4_scene_6,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'The image appears to be focused on text and symbols rather than a single subject or background, making it difficult to classify as a shot scale without more context or visual information about the frame's composition.)"
7312113109848575234.mp4_scene_6,shot_scale_vlm_1b_09_tuple,"('CU', 'The shot focuses on a close-up view of a sticker with text and an Israeli flag, making it difficult to determine the scale without more context or additional shots.)"
7312113109848575234.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on text and symbols related to the Israeli flag and military.)"
7312113109848575234.mp4_scene_8,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The frame focuses on a book with text that reads ""Human life"", which takes up most of the space and is the main subject of the shot.)"
7312113109848575234.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment. However, the presence of text and a partial view of a piece of paper suggests that there might be a subject in the background or on the paper itself. Without more context, it is difficult to determine the exact shot scale."
7312113109848575234.mp4_scene_10,shot_scale_vlm_1b_04_tuple,"('WS', 'The frame shows an open book with text ""Purity of Arms"" on it, but no discernible subject or focus beyond the book itself, indicating a wide shot where the background (the wooden surface) is more prominent than the subject.)"
7312113109848575234.mp4_scene_10,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The image focuses on a book with text, occupying most of the frame from head to shoulders, making it a medium close-up shot.)"
7312113109848575234.mp4_scene_11,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation) - The image appears to be an empty frame with no discernible subject or focus. However, there are some lines on a piece of paper that could potentially be the subject of the shot. Without more context or visual elements, it is difficult to classify this shot scale accurately."
7314381277094743298.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The image focuses on a poster with a man's face and text, taking up most of the frame from head to shoulders, making it a medium close-up shot.)"
7314381277094743298.mp4_scene_22,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The image shows two faces from the chest up, with no background details visible, indicating a close-up shot.)"
7309917666364493057.mp4_scene_1,shot_scale_vlm_1a_09_tuple,"('Empty', 'Motivation: The frame is completely black with no visible subject or focus, only showing the setting or environment. There are no discernible objects or characters present within the shot.)"
7309917666364493057.mp4_scene_1,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame is completely black with no visible subject or focus, only showing the setting or environment without any background details.)"
7309917666364493057.mp4_scene_1,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an empty frame with no discernible subject or focus, showing only a black background and text. However, without additional context or visual elements, it's difficult to classify the shot scale accurately.)"
7309917666364493057.mp4_scene_4,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'The image appears to be a still from a film or documentary, which makes it difficult to determine the shot scale without more context about the framing and composition of the shot within the video.)"
7309917666364493057.mp4_scene_5,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image shows an Olympic logo with no discernible subject or focus, indicating that it is meant to represent the setting or environment rather than a specific event or person within the frame.)"
7309917666364493057.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a collage of several photos, making it difficult to determine a single shot scale that encompasses all subjects within the frame.)"
7309917666364493057.mp4_scene_7,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The image shows multiple portraits of individuals from head to toe, with each portrait occupying a significant portion of the frame. This suggests that the shot scale is focused on capturing the subjects in detail while also including some context from the surrounding environment.)"
7309917666364493057.mp4_scene_9,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image appears to be an overlay with text and logos, lacking any discernible subject or focus within the frame.)"
7309917666364493057.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a close-up shot with text overlay, but it's difficult to determine the exact scale due to the blurred background and lack of clear subject focus.)"
7309917666364493057.mp4_scene_12,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a wide shot as it shows a building with text on it and some background details, but the subject is not clearly visible due to the angle and resolution.)"
7309917666364493057.mp4_scene_13,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an aerial view of a building with some text overlaying it. It is difficult to determine the exact shot scale without more context or visual information about the subject within the frame.)"
7309917666364493057.mp4_scene_25,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as a specific shot scale."
7307624697146068225.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"(Medium full shot, 'The subjects are fully visible from the knees up and the background includes a vehicle and part of the sky.')
(‘Medium full shot’, ‘Subjects are framed from the knees up with the vehicle in the background, indicating a medium full shot.’)"
7307624697146068225.mp4_scene_11,shot_scale_vlm_1a_09_tuple,"('Empty', 'Motivation: The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment, which is a map with text overlay.)"
7307624697146068225.mp4_scene_11,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment, which is a map with text overlay.)"
7307624697146068225.mp4_scene_11,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, there are some text and a logo present, which could suggest that it might be a title screen or an introductory shot. Without more context or visual elements, it is difficult to classify the shot scale accurately."
7307624697146068225.mp4_scene_20,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The provided image does not contain any discernible subject or focus and shows only a dark, blurred background with some text overlay. It is difficult to determine the shot scale without more visual information."
7307624697146068225.mp4_scene_52,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an infographic with text and maps, which makes it difficult to classify as a traditional shot scale. It does not fit into the categories provided for shot scales."
7306872398215777537.mp4_scene_15,shot_scale_vlm_1b_04_tuple,"('WS', ""The shot captures multiple people walking through an indoor space with a focus on their movement and environment rather than any single subject."""
7306872398215777537.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from a surveillance camera and shows multiple subjects in motion within an indoor setting. However, due to the angle and partial obstruction of subjects, it is difficult to determine the exact shot scale with certainty."
7306872398215777537.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken from a video with text overlays and logos, which makes it difficult to determine the exact shot scale without more context. However, based on the visible elements, it seems to be a medium shot or close-up as the subject is framed from the head up to the shoulders and takes up most of the frame."
7306872398215777537.mp4_scene_18,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with the background showing a group of people and trees.)"
7306872398215777537.mp4_scene_20,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows an outdoor setting with vehicles and buildings, but no discernible subject or focal point within the frame.)"
7306872398215777537.mp4_scene_21,shot_scale_vlm_1b_09_tuple,"('Medium Shot', 'The subject (the truck) is framed from the waist up and occupies most of the frame, with the background showing part of another truck and a flag.)"
7304841271166766337.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be very blurry and lacks clear visual elements that would allow for a confident classification into one of the specified shot scales. The red hue and blurred nature make it difficult to discern any specific subject or focus within the frame."
7304841271166766337.mp4_scene_7,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot with a focus on the ground and debris, but it's difficult to determine the exact shot scale without more context or visual information about the subject."
7304841271166766337.mp4_scene_10,shot_scale_vlm_1b_09_tuple,"('uncertain', 'The image appears to be a close-up shot with text overlay, but it's difficult to determine the scale without more context or visual information about the subject matter.)"
7304841271166766337.mp4_scene_10,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot with a focus on text overlaying a dark background. However, without more context or visual elements, it's difficult to determine the exact shot scale."
7304841271166766337.mp4_scene_14,shot_scale_vlm_1b_09_tuple,"('CU', 'The shot focuses on a close-up view of a person's legs and feet as they walk through a tunnel, with the background showing more of the environment but not the full subject.)"
7304579698502192386.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a map with various countries and locations labeled, but it does not contain any discernible subject or focus within the frame. Therefore, it is difficult to classify the shot scale as there is no clear subject to determine its position in relation to the frame's boundaries."
7304579698502192386.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an aerial view of clouds with text overlaying it, making it difficult to determine a clear subject or focus within the frame.)"
7304579698502192386.mp4_scene_11,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with the landscape and sky dominating the frame. However, without more context or a clearer view of the subject(s), it's difficult to determine if they are visible in the shot."
7304579698502192386.mp4_scene_13,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with people silhouetted against a sunset sky, but it's difficult to determine the exact shot scale due to the lack of clear visual elements and the potential for movement or focus changes."
7304579698502192386.mp4_scene_14,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a cityscape with buildings and smoke in the background, but it's unclear if there is a specific subject or focus within the frame.)"
7304579698502192386.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a medium shot as it shows a building and some trees with text overlay. However, the focus on the text makes it difficult to determine the exact shot scale."
7304579698502192386.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a wide view of a burning building with smoke rising into the sky and text overlaid on the screen. However, it is unclear if there is a specific subject in focus or if the frame is dominated by the environment.)"
7304579698502192386.mp4_scene_18,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The provided image appears to be a screenshot from a video, but it does not show any discernible subject or focus within the frame. It displays a map with location names and some text, which suggests that the content is more about the setting rather than a specific shot scale."
7304579698502192386.mp4_scene_21,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a scene with debris and ruins, but it is difficult to determine the exact shot scale due to the lack of clear subjects or focal points within the frame.)"
7304579698502192386.mp4_scene_23,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, there are some faint lines and shapes that could potentially be interpreted as part of a design element or background detail. Without more context or visual information, it is difficult to confidently classify the shot scale."
7304579698502192386.mp4_scene_24,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on the text overlay and the night sky with lights.)"
7304352246119025922.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment. However, the presence of a bench in the background and the tiled floor suggests that there might be a subject or focal point outside the frame."
7304459465414298882.mp4_scene_2,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows an aerial view of a building with text overlays and no discernible subject or focus within the visible area.)"
7304459465414298882.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an aerial view of a building with text overlays, making it difficult to determine the specific shot scale without more context or visual cues.)"
7304459465414298882.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be very blurry and lacks clear visual elements that would allow for a confident classification. There are no discernible subjects or focus points, making it difficult to determine the shot scale with certainty."
7304459465414298882.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a medium shot as it shows a person from the waist up and includes some background details, but the focus on the subject is not clear due to the low lighting and blurred features.)"
7303238806273068290.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken at night with low lighting conditions, making it difficult to discern specific details about the subject or their surroundings. The frame is mostly dark, and there are no clear subjects visible. Therefore, it is challenging to classify this shot scale definitively."
7303238806273068290.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a wide shot with the building and text taking up most of the frame, but it's difficult to determine if there is a subject in focus due to the lack of visible human figures or objects.)"
7303238806273068290.mp4_scene_7,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a close-up shot due to the limited visible area and focus on specific objects within the frame. However, without more context or additional visual information, it's challenging to accurately classify the shot scale.)"
7303238806273068290.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot, but it's difficult to determine the exact shot scale without more context or additional frames for comparison."
7303142438921702658.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background showing a sports field and stadium seating, indicating a medium close-up shot.)"
7302839195809189121.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale."
7301501906440981761.mp4_scene_13,shot_scale_vlm_1b_09_tuple,"('Empty', 'The shot focuses on an empty hole in the ground with no discernible subject or focus within it, only showing the surrounding environment and objects like pipes.)"
7301501906440981761.mp4_scene_14,shot_scale_vlm_1a_09_tuple,"('Wide shot', 'The frame shows an interior space with walls and a window, but no discernible subject or focal point within the frame; the background is more prominent than any potential subject.')
('Medium full shot', 'The frame captures a person from the knees up, with the focus on their body and the surrounding environment.')
('Uncertain', 'The image appears to be taken in an indoor setting, but it's difficult to determine if there is a clear subject or focal point due to the lack of context provided by the image itself.')"
7301501906440981761.mp4_scene_14,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with the background dominating the scene, but it's difficult to determine the exact shot scale due to the lack of clear visual elements and the presence of text overlay."
